IP,TTL,FREQ
115.40.68.58,122,2
140.133.41.192,118,37
115.44.173.236,123,222
140.128.138.42,119,42
241.46.160.77,56,328
241.46.160.77,57,1
227.186.190.167,122,3
227.64.161.147,249,1996
227.64.161.147,108,3
107.236.59.56,117,2
107.236.59.56,118,13
248.74.166.13,249,658
248.74.166.13,229,4
248.74.166.13,39,2
248.74.166.13,102,5
248.74.166.13,47,1
248.74.166.13,228,1
248.74.166.13,231,1
248.74.166.13,103,2
0.57.119.17,118,1
140.133.41.201,118,48
245.252.28.72,119,12
252.194.241.131,57,42
115.54.236.147,249,1
166.105.143.195,55,6
227.212.203.240,121,14
115.52.184.183,122,12
140.138.26.162,121,64
128.65.144.7,120,209
115.35.210.93,122,11
162.139.96.12,55,49
140.137.74.170,120,15
241.201.112.11,60,286
0.255.57.245,57,27
2.58.179.137,119,1
162.133.88.247,120,6
3.176.192.224,142,1
107.215.35.38,118,1
245.239.244.28,119,3
140.134.246.183,248,13
140.134.246.183,247,1
166.105.143.78,55,5
3.142.154.104,122,3
71.199.144.149,57,364
115.54.214.90,122,10
236.33.173.38,119,11
3.176.201.141,120,3
115.46.133.166,122,1
115.50.182.47,122,1995
3.141.166.56,112,5
245.253.34.227,119,296
3.235.162.255,57,101
238.76.140.72,54,18
227.54.208.92,119,1226
227.54.208.92,56,34
162.140.224.219,119,6
115.54.239.9,122,1
107.233.85.44,120,5
115.51.160.206,122,3
140.143.215.13,118,28
140.133.40.181,118,2
244.171.225.153,244,2
237.130.22.138,52,16
107.210.110.126,117,69
244.174.158.1,116,2
69.242.161.20,246,7
69.242.161.20,245,8
252.44.160.194,121,23
107.210.224.157,119,1
107.214.61.59,118,5
3.223.131.251,60,67
107.204.150.176,118,14
227.65.143.221,119,3
238.8.128.23,52,39
244.171.227.56,244,5
3.177.253.240,57,1
107.236.14.206,117,2
227.118.170.131,25,298
109.46.129.224,58,11
140.157.79.251,57,9
115.51.175.246,122,3
100.191.95.194,118,9
245.51.101.78,118,26
155.181.248.191,121,2
162.139.152.72,120,6
227.197.66.13,140,10
140.121.1.154,117,30
3.112.210.83,59,3121
3.112.210.83,250,7
107.235.65.205,119,21
244.171.228.25,244,9
140.157.110.58,122,56
165.206.15.14,47,16
241.229.233.253,55,76
241.229.233.253,246,4
100.253.151.16,119,42
245.252.167.101,118,20
115.50.138.49,122,1399
3.176.116.99,120,4354
252.6.204.93,52,33
252.6.204.93,54,25
162.141.187.129,120,12
224.87.167.109,17,15
245.252.172.184,22,30
140.138.172.193,121,50
162.131.159.233,58,427
252.208.114.4,57,11
115.52.5.58,122,7
244.171.225.189,244,2
140.128.143.230,56,22020
3.46.20.61,118,243
107.212.204.174,118,1
107.212.204.174,119,3890
238.2.116.2,121,10
244.171.237.104,244,9
115.49.66.125,122,63
162.138.137.255,117,7
244.63.222.53,246,2
245.49.167.241,117,57
140.138.29.154,57,10
241.201.115.62,60,5
0.17.5.188,116,538
241.201.119.52,60,410
244.171.237.159,244,9
162.134.77.254,245,13
115.32.55.252,122,212
238.2.100.198,54,12
0.3.167.156,61,67
107.211.48.204,120,12
100.253.235.142,120,4
107.214.164.243,119,2
236.167.71.76,114,8
107.236.106.190,118,1
107.211.92.130,118,40
241.46.178.14,57,13
245.56.83.86,56,7
241.229.143.149,246,148
140.158.6.2,117,13
3.176.28.234,57,35
3.176.28.234,248,1
245.252.196.31,118,6
241.229.142.56,55,49
236.207.64.63,119,8
0.61.207.43,123,32
249.92.139.204,253,7
245.252.201.187,59,4
0.15.114.176,119,204
242.30.42.87,247,10
107.218.96.201,118,93
162.159.63.103,120,13
0.249.241.168,120,248
0.249.241.168,106,5
245.106.243.123,56,3013
244.171.225.166,244,2
1.90.151.251,54,66
3.176.171.97,121,8
107.211.57.159,117,67
236.111.4.91,52,4
1.88.78.85,59,306
143.92.27.235,49,153
241.221.191.10,59,22
241.221.191.10,60,9
115.45.52.29,123,60
115.50.17.17,122,1515
227.221.116.63,58,1
140.139.54.105,119,4
140.159.199.77,120,10
3.235.144.191,123,21
107.213.115.23,23,3
107.213.115.23,119,29
115.54.179.183,121,12
227.104.100.83,57,3
140.157.192.115,123,4
140.163.162.14,57,1348
140.163.162.14,248,256
227.219.77.131,55,1
140.137.205.208,119,7
227.59.53.210,122,23
248.74.167.233,122,847
248.74.167.233,46,2
227.186.177.30,122,2
238.7.99.127,55,19
238.7.99.127,23,2
241.84.141.150,57,1
115.54.135.206,121,6
238.180.188.165,249,2
107.211.245.228,55,55
115.49.31.51,122,14
5.102.154.252,56,35
245.252.166.79,118,699
135.203.134.71,121,4
245.253.48.204,119,5
115.34.146.121,58,11
241.8.242.96,121,1933
140.138.38.219,121,1
236.64.45.127,58,5
69.79.248.42,243,12
1.88.48.84,61,150
115.52.14.172,122,8
107.214.60.129,55,7
100.168.32.65,120,9
162.133.71.251,117,7
162.141.239.192,120,13
115.47.145.249,59,3
107.214.65.17,119,2
245.55.186.57,116,7
227.197.80.107,118,32
242.124.116.67,58,52
243.160.204.11,59,355
245.239.255.249,247,5
115.41.184.216,122,16
69.65.163.66,111,9
238.2.114.143,58,155
239.184.251.157,53,39
0.249.72.250,250,6
115.45.96.183,122,37
3.142.97.67,57,48
3.142.97.67,55,31
3.176.192.138,120,1
94.254.115.187,23,1
225.67.85.47,112,6
3.48.97.114,120,119
140.148.163.250,116,1
238.107.109.131,241,1
227.247.86.36,61,12
3.176.194.253,142,1
244.171.237.98,244,9
107.215.82.63,119,1
107.215.82.63,120,276
71.168.8.232,121,9
140.126.37.241,57,2
100.190.181.228,120,1176
245.107.206.235,51,114
0.57.113.99,248,1
140.116.41.73,120,7
227.197.95.194,55,7
69.239.246.54,246,5
69.239.246.54,247,3
1.88.69.82,122,16
244.118.50.28,56,6
249.60.95.60,57,2
140.138.30.58,57,199
115.54.223.85,122,1
115.35.19.91,122,71
115.42.114.23,123,21
107.204.133.74,119,1
107.204.133.74,120,10
239.185.250.16,120,140
115.49.53.220,122,12
162.131.254.68,58,108
245.12.16.38,117,93
162.135.149.254,54,1
227.186.191.16,124,19
115.50.13.40,122,27
245.252.183.170,118,515
0.3.167.146,252,25
0.3.167.146,61,19
245.239.244.174,119,76
245.252.23.59,120,10
3.189.206.242,55,8
69.68.177.9,119,10
140.140.100.143,119,47
140.143.214.90,118,31
140.121.112.2,117,1
245.239.241.11,119,44
165.6.158.20,59,6
107.71.151.197,250,6
140.137.123.78,120,29
245.249.201.161,115,12
115.35.97.155,58,2
107.212.31.246,54,7
241.8.91.190,121,1072
162.138.20.230,119,11
162.138.20.230,58,4
236.167.91.130,241,14
243.21.183.242,52,9
115.43.216.216,122,1
140.157.40.246,58,1
162.157.64.74,117,33
227.214.185.193,56,273
236.101.3.63,120,12
227.235.18.129,252,10
3.142.98.88,55,25
143.165.182.63,245,110
238.202.217.126,253,6
236.207.56.205,121,1428
244.171.225.147,244,2
162.134.173.254,245,1
100.191.90.71,55,17
140.142.79.40,56,141
140.142.79.40,247,2
0.61.192.37,59,6
227.160.26.246,119,23
239.193.181.191,25,12
239.193.181.191,121,110
115.35.240.136,122,17
107.13.58.140,118,70
69.235.222.127,248,12
107.211.155.187,118,24
107.211.155.187,245,3
140.118.242.71,118,507
140.118.242.71,245,3
115.42.33.115,121,8
241.229.143.157,246,29
249.137.138.214,120,7
236.249.78.103,116,160
0.61.199.123,59,48
140.143.216.42,118,6
109.46.158.19,121,16
244.171.232.35,244,9
162.157.186.205,117,6
141.125.96.5,246,2
3.235.158.64,26,12
115.40.59.135,123,23
115.42.105.145,123,10
107.211.44.57,120,78
115.13.156.157,120,18
227.161.43.142,122,4
140.129.206.131,117,26
244.171.237.77,244,9
227.203.243.48,118,1
243.160.200.194,249,3
140.123.21.57,119,24
241.138.234.214,248,9
3.182.160.62,119,8
3.182.160.62,118,8
243.39.184.254,56,93
243.39.184.254,251,13
140.157.116.212,26,2
245.253.7.141,122,2
239.150.110.39,117,79
140.143.215.91,118,57
245.12.109.185,114,11
115.43.169.244,122,19
71.216.236.60,117,3
244.172.10.175,118,67
162.133.201.43,120,7
245.56.1.253,53,4
115.46.137.1,122,1
144.32.180.111,120,240
245.93.9.240,243,3
138.21.253.123,53,21
140.140.14.203,119,8
115.40.148.228,24,10
238.77.79.113,118,288
252.44.0.133,54,4
252.44.0.133,53,4
140.132.16.23,120,11
227.212.133.224,119,51
227.212.133.224,58,25
245.252.152.74,119,10
224.84.212.156,115,6
252.118.172.2,55,1
252.118.172.2,56,1
166.105.143.51,55,3
157.224.174.249,55,52
115.51.205.161,122,32
69.239.184.130,113,7
244.171.236.116,244,9
227.212.99.129,58,112
244.171.228.187,244,9
245.6.77.130,118,522
140.157.221.197,123,7
236.207.122.11,249,15
0.61.223.88,58,210
107.218.91.68,119,2
107.218.91.68,120,258
107.233.40.24,119,6
107.233.40.24,120,7
227.210.45.222,111,6
236.219.23.2,52,4
227.190.16.25,54,52
115.47.154.12,122,24
153.125.4.83,121,254
107.160.156.28,54,14
107.233.61.192,118,3
107.233.61.192,119,472
2.58.190.8,56,2
107.215.134.95,119,1817
241.229.142.161,55,15
4.116.51.16,119,4
107.213.232.93,118,128
135.203.175.228,120,37
100.253.239.37,118,560
100.253.239.37,120,220
227.235.126.144,58,2
0.180.228.240,119,2
244.133.163.74,113,10
140.157.33.245,122,2
166.105.143.49,55,5
3.32.139.36,119,6
245.12.12.245,51,25
157.158.185.165,23,7
115.48.66.236,122,55
162.134.146.254,118,1
107.212.3.127,119,13
244.131.189.29,54,29
0.15.186.32,121,57
162.134.64.1,247,57
115.33.97.144,121,50
162.131.128.1,249,518
115.35.84.8,122,15
0.180.174.137,121,49
115.54.89.103,121,38
3.223.149.48,59,236
3.223.149.48,250,8
115.49.107.32,122,67
140.137.192.56,119,2
252.44.228.131,119,101
3.32.125.141,111,1
115.33.105.244,122,50
0.180.16.131,58,13
238.65.120.16,53,29
115.12.188.220,120,7
236.67.185.164,55,21
115.54.222.203,122,100
1.88.48.253,252,1
1.16.143.91,117,36
140.158.28.196,116,9
1.206.193.19,119,1032
225.213.42.160,115,720
140.157.27.114,122,6
245.38.165.52,244,5
115.32.98.37,58,2
115.32.98.37,121,2
238.243.125.248,247,2
140.135.234.25,119,39
244.53.34.25,243,23
245.253.157.13,118,441
227.247.87.201,61,57
3.231.229.128,122,11
115.46.115.150,122,4
162.143.70.216,54,2
143.182.157.195,121,4
115.43.159.99,122,57
245.252.168.158,118,69
0.180.239.93,120,148
0.180.239.93,58,61
244.170.89.154,115,8
115.54.35.156,122,12
162.143.175.251,54,5
162.143.175.251,53,10
140.141.69.46,120,7
227.212.216.48,120,1
162.136.157.158,117,6
4.114.142.167,52,136
228.84.193.37,50,309
162.157.214.55,53,2
245.253.8.185,118,18
244.170.81.223,52,29
245.139.158.30,116,33
107.210.243.53,54,89
100.162.21.75,119,221
100.162.21.75,117,17
241.201.121.82,60,21
162.131.72.13,57,172
227.118.163.38,121,111
245.239.205.211,119,6
1.16.171.194,116,94
227.190.16.0,54,10
227.190.16.0,245,3
227.190.16.0,118,6
143.165.112.177,117,2
242.55.63.253,245,4
242.59.80.177,34,6
140.157.64.78,122,8
239.166.18.79,117,41
245.10.197.203,114,38
249.177.40.254,58,7
162.133.18.134,54,4
244.171.225.114,244,2
245.244.34.83,117,6
245.252.159.228,119,54
245.253.48.253,119,44
115.51.233.136,122,42
238.250.62.119,58,42
238.250.62.119,57,79
245.252.117.112,119,636
245.252.159.89,246,27
100.175.49.186,119,2
227.161.5.123,122,3
3.176.90.2,121,6
241.201.98.127,60,776
236.68.6.79,120,2
245.252.172.175,117,250
115.54.226.225,122,1
245.253.93.154,119,176
245.13.94.129,244,8
244.229.62.195,243,3
140.140.251.253,247,3
107.214.110.35,55,100
236.67.14.11,56,1
243.217.181.194,115,7
227.161.40.3,121,27
140.139.39.9,119,29
162.157.79.129,116,29
115.32.223.169,122,284
0.102.155.114,246,1
238.77.116.191,118,4
0.87.233.165,54,5
162.141.201.254,118,3
115.254.192.220,120,31
244.3.101.20,115,200
115.46.72.246,122,21
238.2.81.176,60,16
107.210.43.66,118,6
115.55.229.126,122,30
245.252.20.187,120,536
241.229.130.55,55,41
238.148.237.135,123,1
115.48.111.235,122,36
225.209.187.190,114,82
245.252.182.128,118,325
238.190.128.162,54,17
115.49.3.45,122,1219
107.236.87.127,120,305
107.236.87.127,119,1
140.140.23.184,119,7
140.115.236.189,120,3
107.211.99.169,118,2
0.87.202.35,121,77
69.64.185.66,115,8
140.138.47.61,121,1
140.140.128.114,120,22
162.141.95.88,118,6
238.76.238.94,245,88
244.171.239.177,244,9
245.51.184.208,120,19
162.136.242.142,120,9
243.243.97.55,118,88
53.43.171.59,23,1
0.61.209.165,59,20
224.81.24.216,114,7
245.55.44.45,57,36
237.130.51.81,241,2
115.51.252.29,122,3
245.10.204.35,115,250
107.236.107.190,118,1
228.86.231.189,115,38
115.54.66.224,41,3
245.252.229.177,54,65
140.134.187.237,20,8
140.157.146.147,122,23
100.253.225.185,246,1
107.206.50.61,120,100
107.210.242.208,119,13
244.171.233.234,244,2
245.51.94.171,119,2
140.138.169.16,121,27
115.50.146.32,122,6
3.41.246.169,246,188
100.171.239.223,118,51
107.210.129.51,117,228
115.50.209.240,122,144
140.115.66.1,54,2
245.49.87.177,56,6
225.209.52.152,114,288
0.87.205.76,57,2
241.8.190.214,121,52
245.56.60.170,119,267
245.253.136.69,118,9
162.135.208.55,118,16
252.44.127.124,120,3
245.239.237.103,118,519
244.142.9.103,244,2
115.33.86.106,122,2
143.173.84.124,25,6
115.52.15.173,122,38
115.52.15.173,58,1
245.38.186.98,53,64
140.136.239.89,119,11
107.212.174.244,119,28
140.112.111.68,119,162
245.252.168.48,118,378
140.157.111.235,122,21
0.185.18.197,118,601
0.185.18.197,55,3
227.203.252.199,118,127
0.185.19.39,118,18
0.17.0.81,117,30
244.171.231.244,244,9
245.112.147.127,114,488
175.28.34.224,119,18
238.90.160.51,248,2
143.182.223.47,121,25
242.11.144.252,54,4
162.136.103.254,118,6
1.5.191.192,54,10
140.134.77.66,120,8
3.48.114.150,60,1
140.157.150.3,122,30
0.33.118.26,55,2
0.33.118.26,57,1
0.84.16.31,58,12
162.157.182.227,117,22
1.19.217.240,117,2
245.100.100.192,245,2
252.42.23.48,56,119
140.121.22.31,118,1
109.46.129.229,58,16
241.201.121.233,60,18
115.43.195.31,122,28
241.46.181.87,57,65
241.46.181.87,58,7
241.252.123.241,56,45
245.100.101.3,54,274
143.182.154.122,121,52
241.252.139.254,56,1
227.39.133.162,56,2
227.39.133.162,119,24
241.221.186.144,123,2
245.51.226.14,118,3
245.13.207.85,52,10
238.90.103.4,249,2
245.253.56.99,119,90
107.211.164.197,118,81
227.72.250.1,118,67
227.72.250.1,119,71
128.232.222.3,55,63
128.232.222.3,57,1
115.43.101.51,121,9
241.245.35.81,122,24
245.252.13.100,118,175
162.136.189.126,119,1
140.140.251.99,119,51
236.219.139.3,49,1
238.139.209.141,53,5
227.33.173.0,121,13
242.124.116.29,122,149
107.213.63.121,119,3
245.51.27.249,54,3
236.207.69.29,121,22
107.236.21.126,120,158
227.222.149.246,57,2
245.49.121.109,120,27
227.247.87.173,61,4
71.197.149.179,53,10
135.203.171.141,120,19
245.252.188.135,118,142
248.95.20.135,119,2
248.95.20.135,118,23
71.60.78.53,52,34
236.141.211.90,112,15
237.69.196.220,112,45
140.157.148.208,123,1
245.252.153.95,119,5
238.77.108.199,118,4
109.172.251.249,248,3
100.162.46.95,119,25
140.138.68.105,56,152
227.212.171.253,121,13
140.130.16.198,119,26
140.158.116.182,122,6
0.255.58.227,121,3
140.139.254.191,117,2
140.139.254.191,119,17
245.38.188.227,244,2
245.239.201.110,119,32
245.252.26.16,119,46
244.131.223.43,117,45
227.51.232.191,53,22
227.118.173.87,25,94
245.252.134.104,119,36
241.252.22.44,56,3
107.211.225.127,246,983
107.211.225.127,23,6
245.252.134.37,246,23
238.56.12.31,53,179
227.192.215.239,119,7
238.251.100.3,54,33
115.46.9.249,60,8
245.69.79.204,54,28
241.201.119.5,60,5499
115.55.9.240,122,3
140.140.12.204,119,1
1.5.191.254,118,6
227.212.170.205,121,1105
255.118.226.109,245,8
245.128.162.0,51,209
245.252.15.55,118,6
115.49.3.153,58,35
240.169.244.171,116,2
238.2.103.37,250,3
227.247.86.154,61,52
140.137.14.125,118,10
245.56.204.68,118,3
107.210.45.195,118,5601
236.33.92.254,116,1
115.55.176.27,122,3
1.88.78.109,122,132
1.88.78.109,58,2640
162.143.159.250,53,15
107.236.124.71,119,3377
245.56.7.81,117,108
140.158.244.195,249,11
238.181.126.62,57,36
143.165.19.5,54,24
140.119.173.34,120,8
100.190.89.40,118,117
245.38.189.236,244,2
227.193.128.220,56,1
252.44.82.160,52,1
115.48.120.168,122,7
115.42.30.123,123,1
107.211.121.10,118,14
3.189.205.106,118,16
140.140.250.174,120,4
241.201.115.83,60,303
241.221.190.3,59,16
241.221.190.3,58,8
0.87.15.145,56,6
245.252.151.4,122,28
237.130.69.36,114,69
162.139.238.70,55,3
162.139.238.70,246,1
3.141.17.144,244,134
3.176.200.78,120,1
245.253.94.50,55,46
243.201.235.206,57,45
3.176.207.138,120,39
1.221.217.227,115,2098
158.41.179.74,23,1
227.33.174.63,122,798
3.142.158.247,120,1
3.142.158.247,122,1
245.51.141.147,119,57
140.138.27.153,121,2
244.144.38.18,242,57
244.144.38.18,241,20
238.133.115.155,55,6
0.84.17.70,122,18
0.84.17.70,44,2
143.182.162.241,120,2
115.32.217.175,122,5
115.32.209.76,122,364
115.40.125.253,122,45
115.51.252.24,26,3
245.32.59.117,52,100
242.55.21.50,115,1
238.190.128.251,53,23
107.211.79.25,118,32
1.88.61.244,59,280
140.157.220.134,123,170
245.51.9.137,118,9
140.134.198.83,117,63
241.229.158.60,55,1397
245.252.176.80,118,3
140.157.171.80,123,35
140.113.235.226,119,7
115.51.247.89,122,68
69.240.126.9,115,25
140.134.73.10,247,10
241.8.238.178,120,167
245.253.129.44,122,6
140.139.226.1,246,339
243.21.27.5,116,3
0.246.117.234,61,872
0.246.117.234,252,22
227.247.87.238,61,1
115.51.160.62,122,3
166.104.150.87,55,300
115.50.38.214,249,19
140.138.26.24,121,7
245.252.206.21,118,19
162.135.251.164,249,5
245.252.192.247,118,16
71.216.196.250,118,34
71.220.11.149,54,23
240.44.97.150,250,5
245.32.48.42,116,10
245.112.1.49,123,15
140.135.118.137,120,13
135.203.164.13,120,3
140.157.40.157,58,1
244.181.29.247,122,2
244.181.29.247,121,30
3.32.228.175,110,18
243.160.16.7,56,70
243.160.16.7,247,1
1.3.67.224,52,1
107.214.121.85,119,364
143.165.251.87,117,31
241.36.230.81,120,10
115.35.210.123,122,1
140.140.26.94,55,1
131.154.18.52,23,1
107.235.119.13,118,6
71.223.138.199,117,101
131.68.112.110,115,88
131.68.112.110,101,2
245.38.189.137,244,3
0.180.161.246,121,13
238.2.107.108,111,2
241.189.21.130,248,56
241.189.21.130,245,33
3.242.189.189,53,14
140.119.108.255,120,1
162.138.102.5,117,3
115.43.202.8,122,5
203.64.41.79,23,1
140.130.248.65,119,3
252.44.245.52,54,17
0.84.17.119,58,11
162.137.79.139,118,3
107.210.115.87,120,4
107.236.11.170,117,2
107.236.11.170,118,355
227.65.52.186,52,12
0.61.205.153,121,96
1.198.230.9,55,18
1.198.230.9,56,25
162.134.15.251,118,16
107.154.51.14,56,55
2.46.254.10,119,878
115.34.100.47,122,12
140.139.208.29,118,61
140.139.208.29,116,87
245.252.118.213,249,5
3.112.203.16,58,9
243.217.181.233,115,99
115.55.69.218,122,58
115.32.156.30,122,15
244.181.9.148,119,40
140.140.41.229,120,13
227.33.187.127,118,11
140.157.150.74,122,14
235.147.27.168,23,1
140.157.1.151,122,1
241.221.158.96,123,20
241.221.158.96,122,13
245.244.63.245,54,93
238.18.73.151,54,5
244.171.232.189,244,9
245.253.175.211,123,44
140.115.48.6,53,1
227.235.30.135,121,10
224.87.62.40,115,6
245.49.9.2,54,3
245.100.118.3,56,69
162.131.175.223,58,134
162.131.175.223,57,11
71.216.222.102,116,20
140.128.70.70,119,16
245.106.243.125,56,52
2.58.129.238,119,20
238.243.119.179,117,90
140.141.204.2,56,6
107.214.155.205,119,20
245.253.32.44,119,119
140.137.192.162,119,25
245.239.226.158,120,9
140.139.26.15,119,4
252.44.246.224,56,1
140.137.71.42,119,6
245.252.143.14,119,6
115.54.237.103,122,4
115.40.101.64,121,12
245.239.232.207,119,1
0.84.17.153,58,1
140.142.17.13,120,4
244.69.174.252,244,3
157.197.148.62,97,3
227.32.25.27,51,23
227.118.152.137,121,162
131.23.174.86,57,1
241.84.147.25,57,113
241.84.147.25,105,4
241.84.147.25,106,3
245.253.143.148,120,149
245.252.147.137,119,17
3.231.197.135,121,6
237.133.89.175,115,6
227.161.17.155,121,4
3.176.15.160,57,5
140.137.160.67,119,6
107.211.120.238,53,10
245.253.37.5,119,61
100.189.232.71,120,14
100.189.232.71,119,8
241.221.151.5,58,31
238.75.36.101,116,6
227.222.151.224,57,44
245.252.134.132,119,8
162.133.135.89,119,1
115.51.252.103,122,3
227.33.175.235,122,1623
163.121.62.213,23,1
245.56.27.69,54,2
69.239.2.2,115,7
143.182.143.86,120,12
143.182.143.86,58,10
143.182.143.86,119,5
140.128.89.207,120,33
227.161.83.77,116,21
249.165.77.254,54,56
115.40.18.89,121,4
245.38.167.155,244,10
115.32.100.28,122,60
107.212.140.120,118,25
227.209.96.79,58,4
245.253.83.232,122,5
3.176.191.127,143,5
3.161.213.163,55,9
245.239.246.80,119,5
245.252.166.41,22,22
3.176.111.21,58,61
0.87.239.138,54,5
107.215.182.44,53,6
3.235.161.53,120,2
240.74.30.254,49,1
140.114.245.12,120,124
107.204.137.26,119,46
227.247.83.34,61,150
115.43.144.169,122,13
245.252.150.194,122,25
245.252.150.194,123,99
107.210.131.201,117,1
3.32.198.51,111,12
227.247.81.198,61,14
115.46.157.111,122,20
100.253.249.133,118,8
245.253.140.200,120,155
224.213.26.161,118,7
135.203.172.62,120,185
244.125.26.41,241,35
140.115.106.81,118,23
1.238.168.134,120,9
140.137.26.4,246,118
140.139.159.1,246,1
245.252.167.176,118,17
245.253.175.210,122,968
140.133.79.12,120,21
241.8.246.239,121,18
140.112.36.203,116,71
115.42.98.178,123,36
227.247.86.117,61,41
237.69.33.61,114,1378
0.249.243.209,120,2
107.218.102.119,119,36
227.205.203.60,58,6
227.205.203.60,56,6
3.112.201.244,122,34
0.87.202.242,54,5
227.203.229.236,118,158
242.101.125.11,57,1
143.148.83.11,248,29
140.137.89.211,120,35
3.159.88.252,54,3
140.130.65.62,119,6
238.181.47.208,247,419
244.181.24.1,121,2
0.180.188.85,121,143
107.233.48.27,119,403
107.233.48.27,118,2
115.32.184.212,144,48
115.32.184.212,122,77
241.46.212.71,56,3
241.46.212.71,57,2
140.157.150.140,58,17
140.157.150.140,249,4
115.42.47.186,122,1
241.201.123.46,60,1055
162.141.136.1,118,12
227.104.113.23,56,6
69.224.26.181,113,10
243.48.134.160,115,15
245.190.217.31,119,5
3.141.166.148,112,7
100.162.46.23,119,359
100.162.46.23,55,3
227.116.175.186,118,17
245.38.160.99,244,9
0.6.45.178,118,2423
162.138.203.225,120,87
140.121.102.85,118,3
100.191.119.60,118,29
245.252.188.151,118,65
252.252.29.107,121,34
243.216.185.48,249,642
115.52.206.205,121,11
245.252.7.203,118,17
224.82.47.186,113,2
224.82.47.186,114,11
238.190.172.249,54,6
115.35.94.149,122,29
115.68.202.119,54,34
107.214.21.228,119,15
162.143.84.78,116,10
140.137.99.249,55,4
107.214.131.24,119,8
162.135.175.159,118,9
162.157.101.9,116,28
115.52.133.200,123,5
